data,predict,target
ALH,PLAIN,LETTERS
CHARLITO,PLAIN,LETTERS
1994,DATE,CARDINAL
2007,DATE,CARDINAL
1820,DIGIT,DATE
Ulwe,PLAIN,LETTERS
2011,CARDINAL,DATE
LIBRIS,LETTERS,PLAIN
Aone,PLAIN,LETTERS
Addl,PLAIN,LETTERS
Chac,PLAIN,LETTERS
2014,DATE,CARDINAL
MAQUINAS,PLAIN,LETTERS
2016,DATE,CARDINAL
Incompetec,PLAIN,ELECTRONIC
SS.ma,LETTERS,ELECTRONIC
Aila,PLAIN,LETTERS
njo,PLAIN,LETTERS
Mpeve,PLAIN,LETTERS
6,DIGIT,CARDINAL
82,DIGIT,CARDINAL
2009,CARDINAL,DATE
GEORGE,LETTERS,PLAIN
PRO,LETTERS,PLAIN
OVNIs,LETTERS,PLAIN
NAFA,LETTERS,PLAIN
S,LETTERS,PLAIN
FEM,LETTERS,PLAIN
Brno,PLAIN,LETTERS
Donnasumme,PLAIN,ELECTRONIC
II,CARDINAL,ORDINAL
Gru,PLAIN,LETTERS
WIOG,PLAIN,LETTERS
CERES,LETTERS,PLAIN
brainyquot,PLAIN,ELECTRONIC
ODOT,LETTERS,PLAIN
OP,LETTERS,PLAIN
ak,LETTERS,PLAIN
DHARMA,LETTERS,PLAIN
X,LETTERS,PLAIN
Waon,PLAIN,LETTERS
KAZAN,LETTERS,PLAIN
AzBilliard,PLAIN,ELECTRONIC
Edu,LETTERS,PLAIN
Koma,PLAIN,LETTERS
1913,DATE,CARDINAL
WHOIS,PLAIN,LETTERS
II,LETTERS,CARDINAL
II,CARDINAL,ORDINAL
1974,DATE,CARDINAL
Brisbaneti,PLAIN,ELECTRONIC
RILP,PLAIN,LETTERS
KAC,PLAIN,LETTERS
XE,PLAIN,LETTERS
URS,LETTERS,PLAIN
1983,DATE,CARDINAL
SrbijaSpor,ELECTRONIC,PLAIN
I,PLAIN,ORDINAL
CONARC,PLAIN,LETTERS
STARTIO,PLAIN,LETTERS
I,PLAIN,ORDINAL
3444,DIGIT,CARDINAL
12,CARDINAL,DIGIT
GELERA,PLAIN,LETTERS
I,PLAIN,ORDINAL
SA's,LETTERS,PLAIN
Lviv,PLAIN,LETTERS
dATP,PLAIN,LETTERS
1110,DATE,DIGIT
Saaya,PLAIN,LETTERS
KNOPF,LETTERS,PLAIN
Syk,PLAIN,LETTERS
KARACSONY,PLAIN,LETTERS
ECO,LETTERS,PLAIN
1957,CARDINAL,DATE
421137,CARDINAL,DIGIT
Bhag,PLAIN,LETTERS
Omsk,PLAIN,LETTERS
dj,PLAIN,LETTERS
ulus,PLAIN,LETTERS
p,PLAIN,LETTERS
fml,PLAIN,VERBATIM
Ner,PLAIN,LETTERS
IVECO,LETTERS,PLAIN
AJAX,LETTERS,PLAIN
meu,PLAIN,LETTERS
Hemsl,PLAIN,LETTERS
Twar,PLAIN,LETTERS
paj,PLAIN,LETTERS
Jouy,PLAIN,LETTERS
Rie,PLAIN,LETTERS
V.,LETTERS,ORDINAL
2000,DATE,CARDINAL
100yr,ORDINAL,MEASURE
2005,DATE,CARDINAL
Aigi,PLAIN,LETTERS
PEBL,PLAIN,LETTERS
ARIEL,PLAIN,LETTERS
IX,LETTERS,PLAIN
Ska,PLAIN,LETTERS
commanding,ELECTRONIC,PLAIN
2006,DATE,CARDINAL
EDD's,LETTERS,PLAIN
C,LETTERS,PLAIN
EMU,LETTERS,PLAIN
ESSEC,LETTERS,PLAIN
A,LETTERS,PLAIN
PUTERA-,PLAIN,LETTERS
ELINT,PLAIN,LETTERS
obci,PLAIN,LETTERS
TIs,LETTERS,PLAIN
1991,DATE,CARDINAL
Esam,PLAIN,LETTERS
S,LETTERS,PLAIN
mei,LETTERS,PLAIN
6,CARDINAL,DIGIT
aaseae,PLAIN,LETTERS
1942,DATE,CARDINAL
SRIC,PLAIN,LETTERS
-,PUNCT,PLAIN
Rya'c,PLAIN,LETTERS
WHILE,LETTERS,PLAIN
SJU,PLAIN,LETTERS
SINIGAGLIA,PLAIN,LETTERS
DfE,VERBATIM,LETTERS
BOGOSIAN,LETTERS,PLAIN
2007,DATE,CARDINAL
3,DIGIT,CARDINAL
goi,PLAIN,LETTERS
AboutBrit,PLAIN,ELECTRONIC
DIMESA,PLAIN,LETTERS
DAHRC,PLAIN,LETTERS
4,CARDINAL,DIGIT
RARRES,PLAIN,LETTERS
1917,DATE,CARDINAL
ORC,LETTERS,PLAIN
Pidi,PLAIN,LETTERS
',PUNCT,LETTERS
HAX,LETTERS,PLAIN
FLAP,LETTERS,PLAIN
1922,DATE,CARDINAL
0.02831684,TELEPHONE,MEASURE
RightStart,PLAIN,ELECTRONIC
ORF,LETTERS,PLAIN
a,PLAIN,LETTERS
HEKE,PLAIN,LETTERS
ROCK,LETTERS,PLAIN
Bae,PLAIN,LETTERS
v,PLAIN,LETTERS
MEOR,PLAIN,LETTERS
5 degrees ,DATE,MEASURE
1965,DATE,CARDINAL
SAML,PLAIN,LETTERS
2010,DATE,CARDINAL
1998,DATE,CARDINAL
LI,PLAIN,LETTERS
NYE,LETTERS,PLAIN
Oum,PLAIN,LETTERS
z,PLAIN,LETTERS
FICHA,PLAIN,LETTERS
VOGL,LETTERS,PLAIN
ARINC,PLAIN,LETTERS
Aage,PLAIN,LETTERS
Eje,PLAIN,LETTERS
2,CARDINAL,DIGIT
23,CARDINAL,DECIMAL
Haliforni,PLAIN,ELECTRONIC
p,PLAIN,LETTERS
1,CARDINAL,DIGIT
BATAWANG,PLAIN,LETTERS
Asgje,PLAIN,LETTERS
WIKANA,PLAIN,LETTERS
1000,DIGIT,DATE
NOTCH,PLAIN,LETTERS
samplespot,PLAIN,ELECTRONIC
Klov,PLAIN,LETTERS
911,CARDINAL,TELEPHONE
nevada,PLAIN,VERBATIM
AY,PLAIN,LETTERS
2,CARDINAL,DIGIT
TROS,PLAIN,LETTERS
FEA,LETTERS,PLAIN
p,PLAIN,LETTERS
NERL,PLAIN,LETTERS
1795,DATE,CARDINAL
d'états,LETTERS,PLAIN
10642684-1,CARDINAL,TELEPHONE
Statistics,ELECTRONIC,PLAIN
MAs,PLAIN,LETTERS
jb,LETTERS,VERBATIM
NED,LETTERS,PLAIN
IAFF,PLAIN,LETTERS
ENO,LETTERS,PLAIN
NFLPlayers,PLAIN,ELECTRONIC
PoW,LETTERS,PLAIN
Peroxiredo,PLAIN,LETTERS
cmg,PLAIN,LETTERS
2015,DATE,CARDINAL
AVMA,LETTERS,PLAIN
1286,DATE,DIGIT
Iben,PLAIN,LETTERS
GODISNJA,PLAIN,LETTERS
neurokinin,LETTERS,PLAIN
Prses,PLAIN,LETTERS
feet,PLAIN,VERBATIM
WAV,LETTERS,PLAIN
NashuaTele,PLAIN,ELECTRONIC
Asu,PLAIN,LETTERS
GER,PLAIN,LETTERS
KIF,LETTERS,PLAIN
1979,DATE,CARDINAL
CY,LETTERS,PLAIN
Fnac,PLAIN,LETTERS
ESSA,LETTERS,PLAIN
Khi,PLAIN,LETTERS
népek,PLAIN,LETTERS
Hok,PLAIN,LETTERS
Montanakid,PLAIN,ELECTRONIC
Eso,PLAIN,LETTERS
E,LETTERS,PLAIN
03,CARDINAL,DIGIT
Wiwa,PLAIN,LETTERS
z,PLAIN,LETTERS
-,PLAIN,VERBATIM
16,CARDINAL,DIGIT
Hrsmn,PLAIN,VERBATIM
UNSCEAR,PLAIN,LETTERS
PRI,PLAIN,LETTERS
ACK,LETTERS,PLAIN
stafn,PLAIN,LETTERS
xv,VERBATIM,LETTERS
Kdrs,PLAIN,VERBATIM
gol,PLAIN,LETTERS
URB,LETTERS,PLAIN
-,VERBATIM,PLAIN
1974,DATE,CARDINAL
2012,CARDINAL,DATE
',LETTERS,PUNCT
Krzyz,PLAIN,LETTERS
Krapn,PLAIN,LETTERS
Srx,PLAIN,VERBATIM
SquirrelFi,ELECTRONIC,PLAIN
ARBITRES,PLAIN,LETTERS
Solf,PLAIN,LETTERS
Phra,PLAIN,LETTERS
UMaT,LETTERS,PLAIN
MIZTV,PLAIN,LETTERS
1888boldsy,MEASURE,ELECTRONIC
Vac,LETTERS,PLAIN
2010,DATE,CARDINAL
1912,DATE,CARDINAL
Arwi,PLAIN,LETTERS
DoMS,LETTERS,PLAIN
Asio,PLAIN,LETTERS
t,PLAIN,LETTERS
DAPs,PLAIN,LETTERS
III,ORDINAL,CARDINAL
2012,DIGIT,DATE
EUR,LETTERS,PLAIN
br,PLAIN,LETTERS
Wir,PLAIN,LETTERS
Siv,PLAIN,LETTERS
38,CARDINAL,DIGIT
200 USD,MEASURE,MONEY
HITO,LETTERS,PLAIN
-,PUNCT,PLAIN
xv,VERBATIM,LETTERS
akel,LETTERS,PLAIN
OHL,LETTERS,PLAIN
Iuz,PLAIN,LETTERS
Csupo,PLAIN,LETTERS
SECNAV,PLAIN,LETTERS
ANDA,LETTERS,PLAIN
2009,DATE,CARDINAL
K,LETTERS,PLAIN
Var,PLAIN,LETTERS
Sno,PLAIN,LETTERS
EM,PLAIN,LETTERS
GZIPPED,PLAIN,LETTERS
IIIa,LETTERS,PLAIN
ces,PLAIN,LETTERS
1989,CARDINAL,DATE
1996,DATE,CARDINAL
:,PLAIN,PUNCT
ETC,LETTERS,PLAIN
N,LETTERS,PLAIN
p,LETTERS,PLAIN
Ndo,PLAIN,LETTERS
MUZIB,PLAIN,LETTERS
Nawcz,PLAIN,LETTERS
IO's,PLAIN,LETTERS
reviewBlab,PLAIN,ELECTRONIC
Vaj,PLAIN,LETTERS
-,PUNCT,PLAIN
Nea,PLAIN,LETTERS
grovemusic,PLAIN,ELECTRONIC
Slottsguid,PLAIN,ELECTRONIC
efef,PLAIN,LETTERS
ARCL,PLAIN,LETTERS
Rayy,PLAIN,LETTERS
FilmAffini,ELECTRONIC,PLAIN
AT-,PLAIN,LETTERS
DOJ,PLAIN,LETTERS
II,CARDINAL,ORDINAL
GOTMILF,PLAIN,LETTERS
y,LETTERS,PLAIN
04,CARDINAL,DIGIT
SAHAJ,LETTERS,PLAIN
WILI,PLAIN,LETTERS
1966,DIGIT,DATE
Qar,PLAIN,LETTERS
lke,PLAIN,LETTERS
BROM,LETTERS,PLAIN
pésmi,PLAIN,LETTERS
per m2,PLAIN,MEASURE
ARIAs,LETTERS,PLAIN
KOS,PLAIN,LETTERS
2007,DATE,CARDINAL
Climbbybik,PLAIN,ELECTRONIC
ALT,LETTERS,PLAIN
GER,PLAIN,LETTERS
APOD,LETTERS,PLAIN
2015,DATE,DIGIT
CASSETTI,PLAIN,LETTERS
Reais,PLAIN,LETTERS
a,LETTERS,PLAIN
1996,DATE,CARDINAL
I,PLAIN,CARDINAL
JAMMA,LETTERS,PLAIN
Aldén,LETTERS,PLAIN
Dy,PLAIN,LETTERS
IWCwrestli,PLAIN,ELECTRONIC
sef,PLAIN,LETTERS
Naon,PLAIN,LETTERS
1987,DATE,CARDINAL
2006-EX,DATE,TELEPHONE
CleanMyMac,ELECTRONIC,PLAIN
ARASTIRMAS,PLAIN,LETTERS
Vez,PLAIN,LETTERS
eto,PLAIN,LETTERS
R,LETTERS,PLAIN
Vor,PLAIN,LETTERS
Duotheater,PLAIN,ELECTRONIC
VAX,LETTERS,PLAIN
6060,CARDINAL,DIGIT
2001::/32,CARDINAL,ELECTRONIC
IV,LETTERS,ORDINAL
2011,CARDINAL,DATE
apos,PLAIN,LETTERS
seu,PLAIN,LETTERS
ForeignPol,PLAIN,ELECTRONIC
kokomotrib,PLAIN,ELECTRONIC
2006,CARDINAL,DATE
Ohgi,PLAIN,LETTERS
Cion,PLAIN,LETTERS
IKEv,LETTERS,PLAIN
c,LETTERS,PLAIN
1991,DATE,CARDINAL
H.montanus,PLAIN,ELECTRONIC
S,PLAIN,LETTERS
CARB,PLAIN,LETTERS
Bi'ina,LETTERS,PLAIN
libdc,PLAIN,LETTERS
d,LETTERS,PLAIN
Popinstitu,PLAIN,ELECTRONIC
:,PLAIN,PUNCT
60,CARDINAL,DIGIT
SE,PLAIN,LETTERS
Zdroj,PLAIN,LETTERS
FDIC,LETTERS,PLAIN
RAdm,PLAIN,LETTERS
cu,PLAIN,LETTERS
OFF,LETTERS,PLAIN
-,PUNCT,PLAIN
MEU,PLAIN,LETTERS
wqo,PLAIN,LETTERS
I.,ORDINAL,LETTERS
Mroz,PLAIN,LETTERS
2013,CARDINAL,DATE
FASE,PLAIN,LETTERS
cz,VERBATIM,LETTERS
Engl,PLAIN,LETTERS
CARICOM's,PLAIN,LETTERS
albumcredi,PLAIN,ELECTRONIC
c,LETTERS,PLAIN
Usui,PLAIN,LETTERS
Esa,PLAIN,LETTERS
Trpanj,PLAIN,LETTERS
1998,DATE,CARDINAL
Kuh,LETTERS,PLAIN
W,LETTERS,PLAIN
sl,PLAIN,LETTERS
2006,CARDINAL,DATE
cnn,PLAIN,LETTERS
BusinessWe,PLAIN,ELECTRONIC
xTRiPx,PLAIN,LETTERS
QUBO,LETTERS,PLAIN
mCPP,LETTERS,VERBATIM
Lic,PLAIN,LETTERS
Raas,PLAIN,LETTERS
Ahe,PLAIN,LETTERS
eastsidebo,PLAIN,ELECTRONIC
THURISAZ,PLAIN,LETTERS
Aub,PLAIN,LETTERS
1925,DATE,CARDINAL
Munc,PLAIN,LETTERS
HUL,PLAIN,LETTERS
FRSE,PLAIN,LETTERS
1992,DATE,CARDINAL
Weh,PLAIN,LETTERS
2003,DATE,CARDINAL
Ind,PLAIN,LETTERS
T'hy'la,PLAIN,LETTERS
1,CARDINAL,DIGIT
Iwao,PLAIN,LETTERS
Hp,LETTERS,VERBATIM
ARTENIO,PLAIN,LETTERS
Lleu,PLAIN,LETTERS
CO),LETTERS,PLAIN
fJ,LETTERS,VERBATIM
Anonymizer,PLAIN,ELECTRONIC
Zbrzyca,PLAIN,LETTERS
BLU,LETTERS,PLAIN
1955,DATE,CARDINAL
Pha,PLAIN,LETTERS
2000,DATE,CARDINAL
mudstandar,PLAIN,ELECTRONIC
SAMBO,LETTERS,PLAIN
Utba,PLAIN,LETTERS
lvia,LETTERS,PLAIN
JUCO,LETTERS,PLAIN
1116 CHF,DATE,MONEY
:,PLAIN,PUNCT
STAFETT-,PLAIN,LETTERS
Xiu's,PLAIN,LETTERS
V,LETTERS,PLAIN
a,LETTERS,PLAIN
Zhej,PLAIN,LETTERS
AWA,PLAIN,LETTERS
Vrij,LETTERS,PLAIN
5521,CARDINAL,DIGIT
Déagol,PLAIN,LETTERS
FREMM,PLAIN,LETTERS
Josée,PLAIN,LETTERS
FreeDictio,PLAIN,ELECTRONIC
kuud,PLAIN,LETTERS
var,PLAIN,LETTERS
CEOE,PLAIN,LETTERS
AYO,LETTERS,PLAIN
Ith,PLAIN,LETTERS
b,PLAIN,LETTERS
OctaFX,PLAIN,LETTERS
MRS,LETTERS,PLAIN
HindustanT,PLAIN,ELECTRONIC
49,DECIMAL,CARDINAL
Cec,PLAIN,LETTERS
-,PLAIN,VERBATIM
1,CARDINAL,DIGIT
"900,000 ye",MEASURE,MONEY
:,PLAIN,PUNCT
Ws,PLAIN,LETTERS
dc,PLAIN,LETTERS
INDOT,PLAIN,LETTERS
SkateResul,PLAIN,ELECTRONIC
19,CARDINAL,DIGIT
lt,PLAIN,LETTERS
Nopp,PLAIN,LETTERS
2,DIGIT,CARDINAL
TTProLeagu,PLAIN,ELECTRONIC
z,PLAIN,LETTERS
1961,CARDINAL,DATE
eris.berke,PLAIN,ELECTRONIC
Uksa,PLAIN,LETTERS
Sasesc,PLAIN,LETTERS
TRANSIMS,PLAIN,LETTERS
uert,PLAIN,LETTERS
SM,LETTERS,PLAIN
ORS,LETTERS,PLAIN
CIRCA,LETTERS,PLAIN
Rin,PLAIN,LETTERS
Ger,PLAIN,LETTERS
Srsa,PLAIN,LETTERS
04,CARDINAL,DIGIT
glu,PLAIN,LETTERS
1964,CARDINAL,DATE
y,LETTERS,PLAIN
I,PLAIN,CARDINAL
Puiu,PLAIN,LETTERS
1993,CARDINAL,DATE
Sry,PLAIN,LETTERS
132SSP,MEASURE,MONEY
cd,VERBATIM,LETTERS
y,LETTERS,PLAIN
2004,CARDINAL,DATE
CONATEL,PLAIN,LETTERS
Elev,PLAIN,LETTERS
Juha,PLAIN,LETTERS
5,DIGIT,CARDINAL
137,CARDINAL,DIGIT
2007,DATE,CARDINAL
washington,PLAIN,ELECTRONIC
AT,LETTERS,PLAIN
Irek,PLAIN,LETTERS
FEIS,PLAIN,LETTERS
1930,DATE,CARDINAL
SED-,PLAIN,LETTERS
MRA,PLAIN,LETTERS
2000,DATE,CARDINAL
ftp,PLAIN,LETTERS
2000,DATE,CARDINAL
AKUs,LETTERS,PLAIN
05,CARDINAL,DIGIT
Wrestlehol,PLAIN,ELECTRONIC
12,DIGIT,CARDINAL
GHASIDAS,PLAIN,LETTERS
CATAPULT,LETTERS,PLAIN
DEEP,LETTERS,PLAIN
1944,DATE,CARDINAL
Sed,PLAIN,LETTERS
t,PLAIN,LETTERS
Sénac,PLAIN,LETTERS
CHRONOSTRA,PLAIN,LETTERS
g,LETTERS,PLAIN
US 420,MONEY,ADDRESS
Boj,PLAIN,LETTERS
cetvrtoj,PLAIN,LETTERS
KUGS,LETTERS,PLAIN
2,DIGIT,CARDINAL
p,LETTERS,PLAIN
TRESCOM,PLAIN,LETTERS
nth,LETTERS,VERBATIM
62,CARDINAL,DIGIT
ORR,LETTERS,PLAIN
ASSECO,PLAIN,LETTERS
2010,DATE,CARDINAL
IMPI,LETTERS,PLAIN
LYCHGATE,PLAIN,LETTERS
channelAPA,PLAIN,ELECTRONIC
Rijk,PLAIN,LETTERS
2004,DATE,CARDINAL
Sfar,PLAIN,LETTERS
ch'ai,LETTERS,PLAIN
2005,DATE,CARDINAL
EGYPTAIR,LETTERS,PLAIN
als,PLAIN,LETTERS
352,CARDINAL,DIGIT
1 AU,DATE,MEASURE
tRNAs,LETTERS,PLAIN
Ecclésia,PLAIN,LETTERS
Ati,PLAIN,LETTERS
Saed,PLAIN,LETTERS
Hok,PLAIN,LETTERS
uT,VERBATIM,PLAIN
422,CARDINAL,DECIMAL
2009,DATE,CARDINAL
Det,PLAIN,LETTERS
OMACs',LETTERS,PLAIN
1976,DATE,DIGIT
e,PLAIN,LETTERS
ODE,LETTERS,PLAIN
NIAS,LETTERS,PLAIN
af,PLAIN,LETTERS
CHISZ,PLAIN,LETTERS
Djiwa,PLAIN,LETTERS
Uj,PLAIN,LETTERS
ndhF,LETTERS,VERBATIM
PUK,PLAIN,LETTERS
PILYA,PLAIN,LETTERS
BOAI,PLAIN,LETTERS
armhf,PLAIN,LETTERS
1914,CARDINAL,DATE
978-0-8446,TELEPHONE,ELECTRONIC
NAWA,PLAIN,LETTERS
1923,CARDINAL,DATE
9,CARDINAL,DIGIT
1000,DATE,CARDINAL
COLBK,PLAIN,LETTERS
BE,LETTERS,PLAIN
SOORAJ,LETTERS,PLAIN
AbsolutePu,ELECTRONIC,PLAIN
IMA,LETTERS,PLAIN
kj,PLAIN,LETTERS
As'ad,PLAIN,LETTERS
UR,LETTERS,PLAIN
RHA,LETTERS,PLAIN
Kdev,PLAIN,LETTERS
CPL,LETTERS,PLAIN
x,PLAIN,LETTERS
CAW,LETTERS,PLAIN
bz,PLAIN,LETTERS
Peh,PLAIN,LETTERS
ds,PLAIN,VERBATIM
2015,DATE,CARDINAL
Phra,PLAIN,LETTERS
1974,DATE,CARDINAL
16,CARDINAL,DIGIT
J'Son,PLAIN,LETTERS
Tze,PLAIN,LETTERS
989104,CARDINAL,DIGIT
123,CARDINAL,DECIMAL
Faygoluver,PLAIN,ELECTRONIC
MOVLAS,PLAIN,LETTERS
InsideHigh,PLAIN,ELECTRONIC
03,DIGIT,CARDINAL
AL,PLAIN,LETTERS
ESENT,LETTERS,PLAIN
104,CARDINAL,DIGIT
mga,PLAIN,LETTERS
KALMAR,LETTERS,PLAIN
Oiwa,PLAIN,LETTERS
-,PLAIN,VERBATIM
Bjur,PLAIN,LETTERS
STATEMENTO,PLAIN,LETTERS
gbrf,PLAIN,LETTERS
mrs,PLAIN,LETTERS
WHAM,LETTERS,PLAIN
Nuup,PLAIN,LETTERS
rol,PLAIN,LETTERS
1917,DATE,CARDINAL
2007,CARDINAL,DATE
2013,DATE,CARDINAL
Ebu,PLAIN,LETTERS
Okpe,PLAIN,LETTERS
zajc,LETTERS,PLAIN
100 Dollar,DATE,MONEY
Bodybuildi,PLAIN,ELECTRONIC
AoB,PLAIN,LETTERS
ZrB,LETTERS,VERBATIM
200,CARDINAL,DECIMAL
1891,DATE,DIGIT
2009,DATE,CARDINAL
WII,CARDINAL,PLAIN
1-800 GOT ,MEASURE,TELEPHONE
Irrn,PLAIN,LETTERS
asc,PLAIN,LETTERS
Sborz,PLAIN,LETTERS
2004,DATE,CARDINAL
Lun,PLAIN,LETTERS
HUNC,PLAIN,LETTERS
Fhir,PLAIN,LETTERS
7820,DIGIT,CARDINAL
HALO,PLAIN,LETTERS
V.,LETTERS,ORDINAL
1988,DATE,CARDINAL
p,PLAIN,LETTERS
l'APN,PLAIN,LETTERS
d,LETTERS,PLAIN
Azéma,PLAIN,LETTERS
MEDICC,PLAIN,LETTERS
NIC,LETTERS,PLAIN
1989,DATE,CARDINAL
55,CARDINAL,DIGIT
p,PLAIN,LETTERS
3,CARDINAL,DIGIT
INHUMANITY,LETTERS,PLAIN
SQA,PLAIN,LETTERS
Mnet,PLAIN,LETTERS
KWin,LETTERS,PLAIN
MISTRAM,PLAIN,LETTERS
601,DIGIT,CARDINAL
IIA,PLAIN,LETTERS
SCMagazine,PLAIN,ELECTRONIC
MuenMagazi,PLAIN,ELECTRONIC
pm,PLAIN,VERBATIM
URB,LETTERS,PLAIN
RATTER,PLAIN,LETTERS
p,PLAIN,LETTERS
ES,LETTERS,PLAIN
Aun,PLAIN,LETTERS
-,PLAIN,VERBATIM
C.perfring,PLAIN,ELECTRONIC
Syms,LETTERS,PLAIN
1990,DATE,CARDINAL
Suo,PLAIN,LETTERS
2010,CARDINAL,DATE
1,CARDINAL,DIGIT
-,PLAIN,VERBATIM
Ptah,PLAIN,LETTERS
dU,VERBATIM,PLAIN
1062,DIGIT,DATE
Léren,PLAIN,LETTERS
1935,DATE,CARDINAL
GER,PLAIN,LETTERS
v,PLAIN,LETTERS
2015,DATE,DIGIT
biog,PLAIN,LETTERS
Revd,PLAIN,LETTERS
SUKHWINDER,PLAIN,LETTERS
ta'am,PLAIN,LETTERS
IPEDS,LETTERS,PLAIN
Vah,PLAIN,LETTERS
CIF,LETTERS,PLAIN
07 A,DIGIT,CARDINAL
SHOWBUZZDA,LETTERS,PLAIN
A,LETTERS,PLAIN
Cyc,PLAIN,LETTERS
Kivu,LETTERS,PLAIN
n,LETTERS,PLAIN
hTERT,PLAIN,LETTERS
pdf,LETTERS,VERBATIM
V.,LETTERS,ORDINAL
1925,CARDINAL,DATE
10.1007/s,DECIMAL,MEASURE
Ljig,PLAIN,LETTERS
Aayko,PLAIN,LETTERS
tp,PLAIN,LETTERS
2,CARDINAL,DIGIT
OAU,PLAIN,LETTERS
sgb,PLAIN,LETTERS
RATP,PLAIN,LETTERS
AMSAT,LETTERS,PLAIN
Cuk,PLAIN,LETTERS
ACRA,LETTERS,PLAIN
Nec,PLAIN,LETTERS
Undiscover,PLAIN,ELECTRONIC
2010,CARDINAL,DATE
6097,DIGIT,CARDINAL
SPRED,LETTERS,PLAIN
Méhes,PLAIN,LETTERS
HOR,PLAIN,LETTERS
TIPNIS,LETTERS,PLAIN
ACEN,PLAIN,LETTERS
Iohn,PLAIN,LETTERS
Pwnage,PLAIN,LETTERS
ont,PLAIN,LETTERS
Rge,PLAIN,LETTERS
90,DECIMAL,CARDINAL
Ngopa,PLAIN,LETTERS
Usal,PLAIN,LETTERS
VetRxDirec,ELECTRONIC,PLAIN
Gebr,PLAIN,LETTERS
ERJ,PLAIN,LETTERS
Laer,PLAIN,LETTERS
EH,LETTERS,PLAIN
DIP,LETTERS,PLAIN
H,LETTERS,PLAIN
Nunc,PLAIN,LETTERS
ir,PLAIN,LETTERS
OTZ,PLAIN,LETTERS
I,PLAIN,ORDINAL
26502,DIGIT,CARDINAL
als,PLAIN,LETTERS
PINXIT,PLAIN,LETTERS
NGA,LETTERS,PLAIN
ISON,LETTERS,PLAIN
II,CARDINAL,ORDINAL
ScotlandCT,PLAIN,ELECTRONIC
J,LETTERS,PLAIN
Gta,PLAIN,LETTERS
Kuer,PLAIN,LETTERS
AAN,LETTERS,PLAIN
IMAP,LETTERS,PLAIN
2312,DIGIT,CARDINAL
MT's,PLAIN,LETTERS
1999,CARDINAL,DATE
IV,CARDINAL,LETTERS
2014,DATE,CARDINAL
ACO,PLAIN,LETTERS
Moj,PLAIN,LETTERS
ISM,LETTERS,PLAIN
Svai,PLAIN,LETTERS
Pir,PLAIN,LETTERS
ParisMatch,PLAIN,ELECTRONIC
Ass,LETTERS,PLAIN
NAE,LETTERS,PLAIN
2006,CARDINAL,DATE
Imdb,PLAIN,LETTERS
SRAP,PLAIN,LETTERS
SMAK,LETTERS,PLAIN
690,CARDINAL,DECIMAL
-,PUNCT,PLAIN
CyclingQuo,PLAIN,ELECTRONIC
93,CARDINAL,DECIMAL
1116 CHF,DATE,MONEY
PUP,LETTERS,PLAIN
p,PLAIN,LETTERS
SMeCK,LETTERS,PLAIN
ERFINDER,PLAIN,LETTERS
-,VERBATIM,PLAIN
Saso,PLAIN,LETTERS
1997,DATE,CARDINAL
AQHA,LETTERS,PLAIN
IX,ORDINAL,PLAIN
Aqa,PLAIN,LETTERS
ncse,PLAIN,LETTERS
STRAC,LETTERS,PLAIN
COMSTAC,PLAIN,LETTERS
1599,DATE,CARDINAL
2,DIGIT,CARDINAL
BABYLIM,PLAIN,LETTERS
cDc,LETTERS,VERBATIM
1913,DATE,DIGIT
Conc,PLAIN,LETTERS
X,LETTERS,PLAIN
KOMST,PLAIN,LETTERS
Dubh,PLAIN,LETTERS
s,LETTERS,PLAIN
KOOPA,LETTERS,PLAIN
Nof,PLAIN,LETTERS
sqn,VERBATIM,PLAIN
MUBI,LETTERS,PLAIN
TOC,LETTERS,PLAIN
Aqsa,PLAIN,LETTERS
I,ORDINAL,PLAIN
138,CARDINAL,DIGIT
Cem,LETTERS,PLAIN
idei,PLAIN,LETTERS
13,CARDINAL,DECIMAL
uit,PLAIN,LETTERS
I,PLAIN,ORDINAL
nazw,PLAIN,LETTERS
Ceel,PLAIN,LETTERS
Fa,PLAIN,LETTERS
123,CARDINAL,DIGIT
Zr,LETTERS,VERBATIM
TIBA,PLAIN,LETTERS
9811860,CARDINAL,DIGIT
26001.005,CARDINAL,DECIMAL
2015,CARDINAL,DATE
nan,PLAIN,LETTERS
RAMSA,PLAIN,LETTERS
ce,PLAIN,LETTERS
PETA's,LETTERS,PLAIN
s,PLAIN,LETTERS
Odoi,PLAIN,LETTERS
ncDNA,VERBATIM,LETTERS
T,LETTERS,PLAIN
Meb,PLAIN,LETTERS
dt',PLAIN,LETTERS
EVO,LETTERS,PLAIN
CHOGM,PLAIN,LETTERS
Xbiz,PLAIN,LETTERS
"12012, ",CARDINAL,DIGIT
212,CARDINAL,DIGIT
EMK,PLAIN,LETTERS
Boao,PLAIN,LETTERS
Egm,PLAIN,LETTERS
Raqs,PLAIN,LETTERS
ATMOS,LETTERS,PLAIN
1,CARDINAL,DIGIT
sonr,PLAIN,LETTERS
CARAC,LETTERS,PLAIN
11,CARDINAL,DIGIT
2001,DATE,DIGIT
m,PLAIN,LETTERS
Lawi,PLAIN,LETTERS
1914,DIGIT,DATE
tv,LETTERS,VERBATIM
EMH,PLAIN,LETTERS
1,CARDINAL,DIGIT
DOCG,PLAIN,LETTERS
af,PLAIN,LETTERS
COCINERO,PLAIN,LETTERS
