data,predict,target
1,CARDINAL,DIGIT
35,DIGIT,CARDINAL
296,CARDINAL,DIGIT
9,CARDINAL,DIGIT
1972,DATE,CARDINAL
118,CARDINAL,DIGIT
2006,DATE,CARDINAL
2013,DATE,CARDINAL
2,CARDINAL,DIGIT
2,DIGIT,CARDINAL
1932,DATE,CARDINAL
mcm,LETTERS,VERBATIM
11,CARDINAL,DIGIT
IV,LETTERS,ORDINAL
533,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
X,ORDINAL,CARDINAL
1,CARDINAL,DIGIT
1916,DATE,DIGIT
III,CARDINAL,ORDINAL
I.,LETTERS,CARDINAL
2007,DATE,CARDINAL
2014,CARDINAL,DATE
2016,CARDINAL,DATE
13194,CARDINAL,DIGIT
XIV,ORDINAL,CARDINAL
6205 ,DIGIT,CARDINAL
65.2 milli,DECIMAL,MONEY
655,CARDINAL,DIGIT
km,VERBATIM,LETTERS
pr,VERBATIM,LETTERS
2010,CARDINAL,DATE
1966,DATE,DIGIT
1961,DATE,CARDINAL
II,CARDINAL,ORDINAL
III,CARDINAL,ORDINAL
2004,DATE,CARDINAL
90010,CARDINAL,DIGIT
1938,DATE,CARDINAL
4,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
2013,CARDINAL,DATE
2006,DATE,CARDINAL
2,CARDINAL,DIGIT
1933,DATE,CARDINAL
1997,DATE,DIGIT
I.,LETTERS,CARDINAL
1987,DATE,CARDINAL
VIII,ORDINAL,CARDINAL
-1.9 billi,DECIMAL,MONEY
76,CARDINAL,DIGIT
1962,DATE,CARDINAL
4,CARDINAL,DIGIT
3,CARDINAL,DIGIT
1,CARDINAL,DIGIT
9,CARDINAL,DIGIT
356,CARDINAL,DIGIT
4,CARDINAL,DIGIT
2012,CARDINAL,DATE
.20S/.,DECIMAL,MONEY
1012,DATE,DIGIT
31314,CARDINAL,DIGIT
2009,CARDINAL,DATE
2007,CARDINAL,DATE
17,CARDINAL,DIGIT
I.,CARDINAL,LETTERS
1,DIGIT,CARDINAL
042518191,DIGIT,TELEPHONE
2011,DATE,CARDINAL
2,CARDINAL,DIGIT
2011,DATE,DIGIT
I,CARDINAL,ORDINAL
1326829,CARDINAL,DIGIT
13,CARDINAL,DIGIT
2011,DATE,CARDINAL
hc,LETTERS,VERBATIM
1937,DATE,CARDINAL
1925,DATE,CARDINAL
2008,DATE,DIGIT
3701,CARDINAL,DIGIT
3,CARDINAL,DIGIT
1644,DATE,DIGIT
1996,DATE,DIGIT
2002,DATE,CARDINAL
2012,DATE,CARDINAL
18,CARDINAL,DIGIT
10 million,DECIMAL,MONEY
1975,DATE,CARDINAL
Crwpwrdd,PLAIN,VERBATIM
14,CARDINAL,DECIMAL
2010,DATE,CARDINAL
II,CARDINAL,ORDINAL
VII,ORDINAL,CARDINAL
2,CARDINAL,DIGIT
2015,DATE,DIGIT
40,CARDINAL,DIGIT
103,CARDINAL,DIGIT
2008,DATE,DIGIT
100,CARDINAL,DIGIT
1971,DATE,CARDINAL
I.,LETTERS,CARDINAL
2008,DATE,DIGIT
165,CARDINAL,DECIMAL
2330,CARDINAL,DIGIT
1936,DATE,DIGIT
1920,DATE,CARDINAL
4,CARDINAL,DIGIT
2,CARDINAL,DIGIT
I.,LETTERS,CARDINAL
518,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
6039,CARDINAL,DIGIT
1913,DATE,CARDINAL
fp,VERBATIM,LETTERS
2,CARDINAL,DIGIT
2007,DATE,DIGIT
1969,DATE,CARDINAL
38,CARDINAL,DIGIT
6,CARDINAL,DIGIT
1970,DATE,CARDINAL
7,CARDINAL,DECIMAL
43,CARDINAL,DIGIT
VII,CARDINAL,ORDINAL
74,CARDINAL,DIGIT
1,CARDINAL,DIGIT
yr,LETTERS,PLAIN
1,CARDINAL,DIGIT
8380,CARDINAL,DIGIT
VI,CARDINAL,ORDINAL
III,CARDINAL,ORDINAL
1,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
II,CARDINAL,ORDINAL
104,DIGIT,CARDINAL
pt,VERBATIM,LETTERS
787,CARDINAL,DIGIT
1,CARDINAL,DIGIT
3,CARDINAL,DIGIT
2001,DATE,CARDINAL
1,CARDINAL,DIGIT
1995,DATE,CARDINAL
puʻuhonu,ELECTRONIC,PLAIN
2,CARDINAL,DIGIT
2013,CARDINAL,DATE
112,CARDINAL,DIGIT
X,CARDINAL,ORDINAL
9,CARDINAL,DIGIT
6,CARDINAL,DIGIT
I.,LETTERS,CARDINAL
1950,DATE,CARDINAL
cv,VERBATIM,LETTERS
VII,CARDINAL,ORDINAL
2004,DATE,CARDINAL
2012,DATE,CARDINAL
I,ORDINAL,CARDINAL
XVIII,CARDINAL,ORDINAL
2014,CARDINAL,DATE
3032012-20,CARDINAL,TELEPHONE
BBQ,LETTERS,PLAIN
1998,DATE,CARDINAL
2603,CARDINAL,DIGIT
II,ORDINAL,CARDINAL
3,CARDINAL,DIGIT
20,CARDINAL,DIGIT
SR,PLAIN,LETTERS
V.,LETTERS,ORDINAL
1970,DATE,CARDINAL
2012,CARDINAL,DATE
2542,CARDINAL,DIGIT
4,CARDINAL,DIGIT
2013,DATE,CARDINAL
4,CARDINAL,DIGIT
jp,VERBATIM,LETTERS
2001,DATE,DIGIT
II,CARDINAL,ORDINAL
2008,DATE,DIGIT
Metropolis,PLAIN,ELECTRONIC
1999,DATE,CARDINAL
787,CARDINAL,DIGIT
VII,CARDINAL,ORDINAL
II,CARDINAL,ORDINAL
MITRE,LETTERS,PLAIN
1,CARDINAL,DIGIT
2005,DATE,DIGIT
2010,DATE,CARDINAL
I.,CARDINAL,LETTERS
500/94%,FRACTION,MEASURE
1969,DATE,DIGIT
2008,DATE,CARDINAL
208,CARDINAL,DIGIT
772,CARDINAL,DIGIT
2,CARDINAL,DIGIT
2012,DATE,CARDINAL
I,CARDINAL,ORDINAL
I,CARDINAL,ORDINAL
I,CARDINAL,ORDINAL
2002,DATE,DIGIT
36-,DIGIT,CARDINAL
2013,DATE,CARDINAL
III's,LETTERS,ORDINAL
pb,LETTERS,VERBATIM
sbX,LETTERS,VERBATIM
X,CARDINAL,ORDINAL
2014,DATE,CARDINAL
vd,LETTERS,VERBATIM
2011,DATE,DIGIT
10,CARDINAL,DIGIT
1956,DATE,CARDINAL
55,CARDINAL,DIGIT
psp,VERBATIM,LETTERS
V.,LETTERS,ORDINAL
1,CARDINAL,DIGIT
54901,DIGIT,CARDINAL
2013,DATE,CARDINAL
150,CARDINAL,DIGIT
18,CARDINAL,DIGIT
1969,DATE,CARDINAL
2380,CARDINAL,DIGIT
9,CARDINAL,DIGIT
1367498,CARDINAL,DIGIT
22314,CARDINAL,VERBATIM
8,CARDINAL,DIGIT
P(O),LETTERS,PLAIN
2001,DATE,CARDINAL
BDt,LETTERS,VERBATIM
2015,DATE,DIGIT
IV,ORDINAL,LETTERS
1912,DATE,CARDINAL
2010,DATE,CARDINAL
6604,CARDINAL,DIGIT
405,CARDINAL,DIGIT
1952,DATE,CARDINAL
217,CARDINAL,DIGIT
2008,DATE,DIGIT
LXVth,LETTERS,ORDINAL
III,CARDINAL,ORDINAL
737,CARDINAL,DIGIT
br,LETTERS,PLAIN
200,CARDINAL,DIGIT
2011,CARDINAL,DATE
07151000,TELEPHONE,DIGIT
2,CARDINAL,DIGIT
1945,DATE,CARDINAL
2009,CARDINAL,DATE
stQ,LETTERS,VERBATIM
10020,CARDINAL,DIGIT
2006,DATE,CARDINAL
2011,DATE,DIGIT
16,CARDINAL,DIGIT
3,CARDINAL,DIGIT
19,CARDINAL,DIGIT
1000,DATE,CARDINAL
2002,DATE,CARDINAL
jddfcj,LETTERS,VERBATIM
2,CARDINAL,DIGIT
1928,DATE,CARDINAL
51,CARDINAL,DIGIT
2,CARDINAL,DIGIT
2009,DATE,CARDINAL
1987,DATE,CARDINAL
2008,CARDINAL,DATE
80 M $,MEASURE,MONEY
II,CARDINAL,ORDINAL
III,ORDINAL,CARDINAL
2,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
749,CARDINAL,DIGIT
03,CARDINAL,DIGIT
6,CARDINAL,DIGIT
2009,DATE,DIGIT
3,CARDINAL,DIGIT
2003,DATE,DIGIT
473,CARDINAL,DIGIT
VII,CARDINAL,ORDINAL
2007,DATE,DIGIT
Ksrtc,LETTERS,VERBATIM
3,CARDINAL,DIGIT
9004250085,DIGIT,CARDINAL
1008,DATE,DIGIT
V.,LETTERS,CARDINAL
IV,CARDINAL,LETTERS
130,CARDINAL,DIGIT
12,CARDINAL,DIGIT
2,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
2020,DATE,DIGIT
40,CARDINAL,DIGIT
1939,DATE,DIGIT
17,CARDINAL,DIGIT
4217,DIGIT,CARDINAL
1949,DATE,DIGIT
IV,LETTERS,ORDINAL
IV,CARDINAL,ORDINAL
1925,DATE,CARDINAL
1965,DATE,DIGIT
1874,DATE,DIGIT
2010,DATE,CARDINAL
5,CARDINAL,DIGIT
2004,DIGIT,DATE
1999,DATE,DIGIT
3,CARDINAL,DIGIT
2007,DATE,DIGIT
XVII,CARDINAL,ORDINAL
1927,DATE,CARDINAL
15204,DIGIT,CARDINAL
1952,DATE,CARDINAL
II,CARDINAL,ORDINAL
dm,VERBATIM,LETTERS
2006,DATE,CARDINAL
1932,DATE,CARDINAL
1,CARDINAL,DIGIT
7,CARDINAL,DIGIT
359,CARDINAL,DECIMAL
1,CARDINAL,DIGIT
86,CARDINAL,DIGIT
I,CARDINAL,ORDINAL
br,LETTERS,PLAIN
2010,DATE,CARDINAL
II,CARDINAL,ORDINAL
3042,CARDINAL,DIGIT
307,CARDINAL,DIGIT
2 0 0 3,TELEPHONE,DIGIT
2,CARDINAL,DIGIT
2007,DATE,CARDINAL
III,CARDINAL,ORDINAL
5,CARDINAL,DIGIT
II,ORDINAL,CARDINAL
2011,DATE,CARDINAL
IV,CARDINAL,LETTERS
I,CARDINAL,ORDINAL
4,CARDINAL,DIGIT
755,CARDINAL,DIGIT
0,CARDINAL,DIGIT
fvwm,LETTERS,VERBATIM
44124,CARDINAL,VERBATIM
1,CARDINAL,DECIMAL
2009,DATE,CARDINAL
shhh,LETTERS,VERBATIM
2,CARDINAL,DIGIT
1,CARDINAL,DIGIT
X.,LETTERS,ORDINAL
47,CARDINAL,DIGIT
2013,DATE,CARDINAL
2239,CARDINAL,DIGIT
2,CARDINAL,DIGIT
NO,PLAIN,LETTERS
63000,CARDINAL,DIGIT
182,CARDINAL,DECIMAL
244,CARDINAL,DIGIT
6,CARDINAL,DIGIT
Na2O,LETTERS,PLAIN
1,CARDINAL,DIGIT
2,CARDINAL,DIGIT
0,DIGIT,CARDINAL
2012,DATE,CARDINAL
II,CARDINAL,ORDINAL
2002,DATE,DIGIT
48,CARDINAL,DIGIT
4,CARDINAL,DIGIT
4,CARDINAL,DIGIT
797,CARDINAL,DIGIT
3,CARDINAL,DIGIT
102,CARDINAL,DIGIT
1849,DATE,DIGIT
3.728 bill,DECIMAL,MONEY
II,CARDINAL,ORDINAL
9,CARDINAL,DIGIT
2001,DATE,DIGIT
II,CARDINAL,ORDINAL
1987,DATE,CARDINAL
xp,VERBATIM,LETTERS
VII,CARDINAL,ORDINAL
478,CARDINAL,DECIMAL
2500,CARDINAL,DIGIT
2012,DATE,CARDINAL
III,CARDINAL,ORDINAL
Carbometho,ELECTRONIC,LETTERS
81,CARDINAL,DIGIT
13,CARDINAL,DIGIT
35,CARDINAL,DIGIT
2,CARDINAL,DIGIT
1957,DATE,CARDINAL
70,CARDINAL,DECIMAL
2008,DATE,CARDINAL
pc,VERBATIM,LETTERS
306,CARDINAL,DIGIT
2000,DATE,CARDINAL
II,CARDINAL,ORDINAL
4,CARDINAL,DIGIT
2009,CARDINAL,DATE
10,CARDINAL,DIGIT
2004,DATE,DIGIT
dr,PLAIN,LETTERS
6,CARDINAL,DIGIT
bk,VERBATIM,LETTERS
1994,DATE,CARDINAL
XI,ORDINAL,CARDINAL
00,DIGIT,CARDINAL
2008,DATE,CARDINAL
I,CARDINAL,ORDINAL
XV,ORDINAL,CARDINAL
IV,LETTERS,ORDINAL
1980,DATE,DIGIT
III,CARDINAL,ORDINAL
1056,DATE,DIGIT
1913,DATE,CARDINAL
12,CARDINAL,DIGIT
1956,DATE,CARDINAL
70,CARDINAL,DIGIT
II,ORDINAL,CARDINAL
295548,CARDINAL,DIGIT
1892,DATE,DIGIT
2,CARDINAL,DIGIT
2012,CARDINAL,DATE
1993,DATE,DIGIT
05,DIGIT,CARDINAL
HTTPd,LETTERS,VERBATIM
ltd,PLAIN,LETTERS
III,CARDINAL,ORDINAL
2014,CARDINAL,DATE
VIII,CARDINAL,ORDINAL
2012,DATE,CARDINAL
3,CARDINAL,DIGIT
05318,TELEPHONE,DIGIT
129,CARDINAL,DIGIT
DR,PLAIN,LETTERS
2009,CARDINAL,DATE
2010,DATE,DIGIT
20,CARDINAL,DIGIT
1032,DATE,DIGIT
IV,LETTERS,ORDINAL
1923,CARDINAL,DATE
2,CARDINAL,DIGIT
mr,PLAIN,LETTERS
I,CARDINAL,ORDINAL
2008,DATE,CARDINAL
61,CARDINAL,DECIMAL
1919,DATE,CARDINAL
XV,ORDINAL,CARDINAL
4,CARDINAL,DIGIT
2009,CARDINAL,DATE
pp,VERBATIM,LETTERS
20 billion,DECIMAL,MONEY
XII,ORDINAL,CARDINAL
5984136 19,CARDINAL,TELEPHONE
IV,LETTERS,ORDINAL
5,CARDINAL,DIGIT
I,CARDINAL,ORDINAL
1011,DATE,DIGIT
II,ORDINAL,CARDINAL
2013,DATE,DIGIT
3,CARDINAL,DIGIT
XVI,CARDINAL,ORDINAL
2,CARDINAL,DIGIT
3067,DIGIT,CARDINAL
2000,DATE,CARDINAL
2,DIGIT,CARDINAL
I.,LETTERS,CARDINAL
80,CARDINAL,DIGIT
1803,DATE,CARDINAL
pdf,VERBATIM,LETTERS
2,CARDINAL,DIGIT
XIV,ORDINAL,CARDINAL
I.,LETTERS,CARDINAL
1993,DATE,DIGIT
XVI,CARDINAL,ORDINAL
1952,DATE,CARDINAL
2001::/32,DATE,ELECTRONIC
377,CARDINAL,DIGIT
2000,DATE,CARDINAL
8,CARDINAL,DIGIT
2014,CARDINAL,DATE
20-06-2009,DATE,TELEPHONE
II,CARDINAL,ORDINAL
II,CARDINAL,ORDINAL
24,CARDINAL,DIGIT
2011,DATE,CARDINAL
X.,LETTERS,ORDINAL
18,CARDINAL,DIGIT
"6,011,329.",CARDINAL,DECIMAL
2009,DATE,DIGIT
1935,DATE,DIGIT
ss,LETTERS,VERBATIM
33315,CARDINAL,DIGIT
2012,DATE,CARDINAL
9,CARDINAL,DIGIT
3,CARDINAL,DIGIT
2,CARDINAL,DIGIT
1,CARDINAL,DIGIT
1,CARDINAL,DIGIT
XII,ORDINAL,CARDINAL
4902,CARDINAL,DIGIT
2,CARDINAL,DIGIT
2010,DATE,CARDINAL
NO,LETTERS,PLAIN
1,DIGIT,CARDINAL
2011,DATE,CARDINAL
2011,DATE,DIGIT
mbr,LETTERS,VERBATIM
II,ORDINAL,CARDINAL
143,CARDINAL,DIGIT
I.,CARDINAL,LETTERS
105,CARDINAL,DIGIT
11125,CARDINAL,DIGIT
1991,DATE,CARDINAL
2011,DATE,CARDINAL
10,CARDINAL,DIGIT
1932,DATE,CARDINAL
1919,CARDINAL,DATE
1,CARDINAL,DIGIT
II's,ORDINAL,CARDINAL
5,CARDINAL,DIGIT
212,CARDINAL,DIGIT
2002,DATE,CARDINAL
Bzzz,LETTERS,VERBATIM
1,CARDINAL,DIGIT
1000 ,CARDINAL,DATE
1939,DATE,CARDINAL
2012,DATE,DIGIT
DR,PLAIN,LETTERS
1986,DATE,CARDINAL
13,CARDINAL,DIGIT
1933,DATE,CARDINAL
1875,DATE,DIGIT
2011,DATE,CARDINAL
2011,DIGIT,DATE
I,ORDINAL,CARDINAL
2013,DATE,CARDINAL
2010-31-12,DATE,TELEPHONE
XLIX,LETTERS,CARDINAL
2013,DATE,CARDINAL
2,CARDINAL,DIGIT
2000,DATE,CARDINAL
2010,DATE,CARDINAL
2014,CARDINAL,DATE
3,CARDINAL,DIGIT
2004,DATE,CARDINAL
8,CARDINAL,DIGIT
6,CARDINAL,DIGIT
2009,DATE,DIGIT
1957,DATE,DIGIT
mps,VERBATIM,LETTERS
58552,CARDINAL,DIGIT
SO,PLAIN,LETTERS
31493,CARDINAL,DIGIT
FE80::/10,MONEY,ELECTRONIC
ctvrt,LETTERS,VERBATIM
I,CARDINAL,ORDINAL
5,DECIMAL,CARDINAL
2014,DATE,DIGIT
39,CARDINAL,DIGIT
I,CARDINAL,ORDINAL
2012,DATE,CARDINAL
X's,CARDINAL,ORDINAL
II,ORDINAL,CARDINAL
III,ORDINAL,CARDINAL
6,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
03,CARDINAL,DIGIT
1968,DATE,DIGIT
III,CARDINAL,ORDINAL
2010,DATE,CARDINAL
IV,LETTERS,CARDINAL
8,CARDINAL,DIGIT
II,ORDINAL,CARDINAL
20152011 ,CARDINAL,DIGIT
2011,DATE,CARDINAL
1967,DATE,CARDINAL
2006,DATE,CARDINAL
2005,DATE,CARDINAL
0412512,DIGIT,TELEPHONE
2009,DATE,DIGIT
10,CARDINAL,DIGIT
2008,CARDINAL,DATE
1,CARDINAL,DIGIT
752 ,DIGIT,CARDINAL
2006,DATE,CARDINAL
330 millio,DECIMAL,MONEY
22319,CARDINAL,DIGIT
1978,DATE,DIGIT
2009,DATE,CARDINAL
2005,DATE,DIGIT
2003,DATE,CARDINAL
4,CARDINAL,DIGIT
2006,DATE,CARDINAL
2002,DATE,CARDINAL
52,CARDINAL,DIGIT
3,CARDINAL,DIGIT
1909,DATE,CARDINAL
1352,DATE,VERBATIM
1982,DATE,CARDINAL
"11,000,000",CARDINAL,MEASURE
II,CARDINAL,ORDINAL
1976,DATE,CARDINAL
2005,DATE,DIGIT
2011,CARDINAL,DATE
2008,CARDINAL,DATE
1974,CARDINAL,DATE
II,CARDINAL,ORDINAL
mrt,VERBATIM,LETTERS
1790,DATE,DIGIT
28,CARDINAL,DIGIT
6,CARDINAL,DIGIT
br,LETTERS,PLAIN
530,CARDINAL,DIGIT
2013,DATE,CARDINAL
2016,CARDINAL,DATE
411,DIGIT,CARDINAL
49,CARDINAL,DIGIT
intf,PLAIN,LETTERS
1969,DATE,DIGIT
tr,VERBATIM,LETTERS
I.,LETTERS,ORDINAL
2004,DATE,CARDINAL
2,CARDINAL,DIGIT
bsd,LETTERS,VERBATIM
II,ORDINAL,CARDINAL
2006,DATE,CARDINAL
2,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
1,CARDINAL,DIGIT
1924,DATE,CARDINAL
VII,ORDINAL,CARDINAL
2013,DATE,DIGIT
7,CARDINAL,DIGIT
2015,DATE,CARDINAL
2009,DATE,DIGIT
2003,DATE,DIGIT
US5390937,MONEY,ADDRESS
cl,LETTERS,VERBATIM
CI,LETTERS,ORDINAL
2010,CARDINAL,DATE
3012,DIGIT,CARDINAL
32,DIGIT,CARDINAL
33,CARDINAL,DIGIT
4,CARDINAL,DIGIT
7,CARDINAL,DIGIT
I,ORDINAL,CARDINAL
31,CARDINAL,DIGIT
3,CARDINAL,DIGIT
1950,DATE,CARDINAL
39,CARDINAL,DIGIT
1999,DATE,CARDINAL
42,CARDINAL,DIGIT
V,ORDINAL,CARDINAL
3933,CARDINAL,DIGIT
3,CARDINAL,DIGIT
1987,DATE,DIGIT
2011,CARDINAL,DATE
1990,DATE,CARDINAL
I,ORDINAL,CARDINAL
IV,LETTERS,CARDINAL
55,CARDINAL,DIGIT
I.,ORDINAL,LETTERS
2001,DATE,CARDINAL
1997,DATE,CARDINAL
IV,LETTERS,CARDINAL
23,CARDINAL,DIGIT
kj,LETTERS,VERBATIM
2,CARDINAL,DIGIT
71,CARDINAL,DIGIT
2009,CARDINAL,DATE
1931,CARDINAL,DATE
1934,DATE,CARDINAL
2015,CARDINAL,DATE
1944,DATE,CARDINAL
33,CARDINAL,DECIMAL
1,CARDINAL,DIGIT
1860,DATE,DIGIT
2016,DATE,CARDINAL
41,CARDINAL,DIGIT
2013,DATE,CARDINAL
2000,DATE,CARDINAL
XV,ORDINAL,CARDINAL
II,CARDINAL,ORDINAL
2016,CARDINAL,DATE
9,CARDINAL,DIGIT
4,CARDINAL,DIGIT
1997,DATE,CARDINAL
17,CARDINAL,DIGIT
2011,CARDINAL,DATE
II,CARDINAL,ORDINAL
130,DIGIT,CARDINAL
ST,LETTERS,PLAIN
168,CARDINAL,DIGIT
6,CARDINAL,DIGIT
3,CARDINAL,DIGIT
1944,DATE,CARDINAL
1992,DATE,CARDINAL
1999,DATE,CARDINAL
7900,CARDINAL,DIGIT
1427,DATE,DIGIT
574970,CARDINAL,DIGIT
1946,DATE,CARDINAL
1997,DATE,DIGIT
2,CARDINAL,DIGIT
1928,DATE,CARDINAL
III,ORDINAL,CARDINAL
1932,CARDINAL,DATE
2012,DATE,CARDINAL
6800,DIGIT,CARDINAL
2,CARDINAL,DIGIT
1944,DATE,CARDINAL
2011,CARDINAL,DATE
150,CARDINAL,DECIMAL
2007,DATE,CARDINAL
I.,ORDINAL,CARDINAL
2002,DATE,CARDINAL
VIII,ORDINAL,CARDINAL
2001,DATE,CARDINAL
wt,LETTERS,VERBATIM
90,CARDINAL,DECIMAL
II,ORDINAL,CARDINAL
2014,DATE,CARDINAL
35,CARDINAL,DECIMAL
9525,CARDINAL,DIGIT
4,CARDINAL,DIGIT
V.,LETTERS,ORDINAL
II,CARDINAL,ORDINAL
31838,CARDINAL,DIGIT
2007,DATE,CARDINAL
jp,LETTERS,VERBATIM
2,CARDINAL,DIGIT
1978,DATE,DIGIT
2002,DATE,CARDINAL
1972,DATE,CARDINAL
11,CARDINAL,DIGIT
13,CARDINAL,DIGIT
2,CARDINAL,DIGIT
16,CARDINAL,DIGIT
802,DIGIT,CARDINAL
1941,DATE,DIGIT
1,CARDINAL,DIGIT
IIIs,LETTERS,CARDINAL
1980,DATE,CARDINAL
"48108,",DIGIT,VERBATIM
3 Bn €,DATE,MONEY
9,CARDINAL,DIGIT
IV,LETTERS,CARDINAL
2009,CARDINAL,DATE
2428,CARDINAL,DIGIT
264,CARDINAL,DIGIT
1957,DATE,CARDINAL
1919,DATE,CARDINAL
II,CARDINAL,ORDINAL
2,CARDINAL,DIGIT
III,ORDINAL,CARDINAL
4,CARDINAL,DIGIT
2001,DATE,CARDINAL
1910,DATE,CARDINAL
XV,CARDINAL,ORDINAL
2008,DATE,CARDINAL
1,CARDINAL,DIGIT
6,CARDINAL,DIGIT
2011,DATE,CARDINAL
VIII,CARDINAL,ORDINAL
2012,CARDINAL,DATE
1000,DIGIT,CARDINAL
2005,DATE,DIGIT
23 :20,CARDINAL,TIME
2,CARDINAL,DIGIT
42,CARDINAL,DIGIT
692,CARDINAL,DIGIT
1954,DATE,CARDINAL
1,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
II,CARDINAL,ORDINAL
III,CARDINAL,ORDINAL
cv,LETTERS,VERBATIM
2010,DATE,CARDINAL
IX,ORDINAL,CARDINAL
2009.1st,ELECTRONIC,MEASURE
1998,DATE,DIGIT
2008,CARDINAL,DATE
5057,CARDINAL,DIGIT
3,CARDINAL,DIGIT
pdf,VERBATIM,LETTERS
1,CARDINAL,DIGIT
nd,LETTERS,VERBATIM
2000,DATE,CARDINAL
I,CARDINAL,ORDINAL
VOL,LETTERS,PLAIN
XVII,CARDINAL,ORDINAL
75,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
2,CARDINAL,DIGIT
2000,DATE,CARDINAL
1993,DATE,CARDINAL
55,DIGIT,CARDINAL
20,DIGIT,CARDINAL
1945,DATE,DIGIT
1541,DATE,DIGIT
571,CARDINAL,DIGIT
2013,CARDINAL,DATE
XXXX,CARDINAL,LETTERS
IV,LETTERS,ORDINAL
pg,VERBATIM,LETTERS
2,CARDINAL,DIGIT
IV,LETTERS,CARDINAL
2005,DATE,CARDINAL
188,CARDINAL,DIGIT
I.,LETTERS,CARDINAL
767,CARDINAL,DIGIT
286,CARDINAL,DECIMAL
2010,DATE,CARDINAL
36,CARDINAL,DECIMAL
9902,CARDINAL,DIGIT
1992,DATE,CARDINAL
vs,PLAIN,LETTERS
312,CARDINAL,DIGIT
2014,CARDINAL,DATE
130,CARDINAL,DIGIT
IV,CARDINAL,LETTERS
nt,LETTERS,VERBATIM
I,CARDINAL,ORDINAL
1997,DATE,CARDINAL
1608,DATE,DIGIT
1953,DATE,CARDINAL
XV,ORDINAL,CARDINAL
3,CARDINAL,DIGIT
qm,LETTERS,VERBATIM
1910,DATE,DIGIT
1937,DATE,DIGIT
2001,DATE,CARDINAL
XXIs,LETTERS,CARDINAL
1903,DATE,CARDINAL
1977,DATE,DIGIT
20191,CARDINAL,VERBATIM
Universit,ELECTRONIC,PLAIN
19072,CARDINAL,VERBATIM
2000,DATE,CARDINAL
XVI,CARDINAL,ORDINAL
2005,DATE,CARDINAL
II,CARDINAL,ORDINAL
2,CARDINAL,DIGIT
2011,CARDINAL,DATE
4,DIGIT,CARDINAL
I,CARDINAL,ORDINAL
IV,LETTERS,CARDINAL
2004,DATE,CARDINAL
I.,ORDINAL,LETTERS
1940,DATE,DIGIT
9,CARDINAL,DIGIT
276,CARDINAL,DIGIT
8,CARDINAL,DECIMAL
III,CARDINAL,ORDINAL
15,CARDINAL,DIGIT
1,CARDINAL,DIGIT
2006,DATE,CARDINAL
11018,DIGIT,CARDINAL
VIII,ORDINAL,CARDINAL
1994,DATE,CARDINAL
tkWWW,LETTERS,VERBATIM
1,CARDINAL,DIGIT
2005,DATE,DIGIT
2016,DIGIT,DATE
I.,LETTERS,CARDINAL
1918,DATE,CARDINAL
II,CARDINAL,ORDINAL
2013,DATE,CARDINAL
2,CARDINAL,DIGIT
195,CARDINAL,DIGIT
IV,LETTERS,ORDINAL
1996,DATE,DIGIT
XIV,ORDINAL,CARDINAL
1000,DATE,CARDINAL
667,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
IV,ORDINAL,LETTERS
7200,DIGIT,CARDINAL
1,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
1,DIGIT,CARDINAL
III,CARDINAL,ORDINAL
III,CARDINAL,ORDINAL
2003,DATE,CARDINAL
V.,ORDINAL,LETTERS
wrt,LETTERS,VERBATIM
20,CARDINAL,DIGIT
3,CARDINAL,DIGIT
2003,DATE,CARDINAL
GspG,LETTERS,VERBATIM
2,CARDINAL,DIGIT
2001,DATE,DIGIT
II,CARDINAL,ORDINAL
1,CARDINAL,DIGIT
2003,DATE,CARDINAL
xv,VERBATIM,LETTERS
3,CARDINAL,DIGIT
200,CARDINAL,DIGIT
1,CARDINAL,DIGIT
1,CARDINAL,DIGIT
2010,DATE,CARDINAL
zt,LETTERS,VERBATIM
1,DIGIT,CARDINAL
XXIII,ORDINAL,CARDINAL
~,PLAIN,VERBATIM
7,CARDINAL,DIGIT
2013,DATE,CARDINAL
3,CARDINAL,DIGIT
2885,CARDINAL,DIGIT
2008,DATE,CARDINAL
2011,CARDINAL,DATE
2000,CARDINAL,DATE
ss,LETTERS,VERBATIM
IV,LETTERS,CARDINAL
2014,CARDINAL,DATE
wwPDB,LETTERS,VERBATIM
2010,CARDINAL,DATE
2,CARDINAL,DIGIT
XVIII,CARDINAL,ORDINAL
VII,CARDINAL,ORDINAL
8300,CARDINAL,DIGIT
I.,LETTERS,ORDINAL
mg,VERBATIM,LETTERS
I,ORDINAL,CARDINAL
2013,CARDINAL,DATE
04,CARDINAL,DIGIT
chm,LETTERS,VERBATIM
9,CARDINAL,DIGIT
2006,DATE,CARDINAL
II,CARDINAL,ORDINAL
