data,predict,target
10,CARDINAL,DIGIT
YR,LETTERS,PLAIN
Ol,PLAIN,LETTERS
2,DIGIT,CARDINAL
af,PLAIN,LETTERS
INC,LETTERS,PLAIN
1000,DIGIT,CARDINAL
Etak,PLAIN,LETTERS
joo's,PLAIN,LETTERS
1976,DATE,CARDINAL
pdf,VERBATIM,LETTERS
Osoe,PLAIN,LETTERS
TODO,PLAIN,LETTERS
Gjergj,PLAIN,LETTERS
VUM,PLAIN,LETTERS
1967,DATE,CARDINAL
UVA,LETTERS,PLAIN
RER,PLAIN,LETTERS
1936,DATE,CARDINAL
Nadzr,PLAIN,LETTERS
succ.veCaterina,PLAIN,ELECTRONIC
997 ,CARDINAL,DIGIT
BaclayonBanaoBariwBasudBayandongBongaBu,ELECTRONIC,PLAIN
BITEI,PLAIN,LETTERS
6,DIGIT,CARDINAL
IBN,LETTERS,PLAIN
1901,DATE,CARDINAL
ntv,LETTERS,VERBATIM
II,CARDINAL,PLAIN
1923,DATE,CARDINAL
COSIDER,PLAIN,LETTERS
ce,PLAIN,LETTERS
HIMYM,PLAIN,LETTERS
ALH,PLAIN,LETTERS
CHARLITO,PLAIN,LETTERS
1994,DATE,CARDINAL
2007,DATE,CARDINAL
1820,DIGIT,DATE
Ulwe,PLAIN,LETTERS
2011,CARDINAL,DATE
LIBRIS,LETTERS,PLAIN
Aone,PLAIN,LETTERS
Addl,PLAIN,LETTERS
Chac,PLAIN,LETTERS
2014,DATE,CARDINAL
MAQUINAS,PLAIN,LETTERS
2016,DATE,CARDINAL
SS.ma,LETTERS,ELECTRONIC
RUB,LETTERS,PLAIN
Aila,PLAIN,LETTERS
njo,PLAIN,LETTERS
Mpeve,PLAIN,LETTERS
zh,PLAIN,LETTERS
6,DIGIT,CARDINAL
Aamer,PLAIN,LETTERS
y,LETTERS,PLAIN
82,DIGIT,CARDINAL
ICA,LETTERS,PLAIN
PRO,LETTERS,PLAIN
OVNIs,LETTERS,PLAIN
svc,PLAIN,LETTERS
NAFA,LETTERS,PLAIN
CAGS,LETTERS,PLAIN
KNAUS,LETTERS,PLAIN
S,LETTERS,PLAIN
kr,PLAIN,LETTERS
Viv,LETTERS,PLAIN
Nkem,PLAIN,LETTERS
SAPAHAR,PLAIN,LETTERS
II,CARDINAL,ORDINAL
KE,PLAIN,LETTERS
Gru,PLAIN,LETTERS
WIOG,PLAIN,LETTERS
MUMC,PLAIN,LETTERS
CERES,LETTERS,PLAIN
ODOT,LETTERS,PLAIN
OP,LETTERS,PLAIN
DHARMA,LETTERS,PLAIN
X,LETTERS,PLAIN
IRAS,LETTERS,PLAIN
Waon,PLAIN,LETTERS
KAZAN,LETTERS,PLAIN
Lep,LETTERS,PLAIN
Edu,LETTERS,PLAIN
Koma,PLAIN,LETTERS
1913,DATE,CARDINAL
BLEU,LETTERS,PLAIN
izvoz,LETTERS,PLAIN
II,CARDINAL,ORDINAL
1972,DATE,DIGIT
1974,DATE,CARDINAL
nm,VERBATIM,LETTERS
RILP,PLAIN,LETTERS
KAC,PLAIN,LETTERS
XE,PLAIN,LETTERS
1800,DATE,DIGIT
URS,LETTERS,PLAIN
1983,DATE,CARDINAL
I,PLAIN,ORDINAL
STARTIO,PLAIN,LETTERS
I,PLAIN,ORDINAL
3444,DIGIT,CARDINAL
12,CARDINAL,DIGIT
Rn,PLAIN,VERBATIM
GELERA,PLAIN,LETTERS
SA's,LETTERS,PLAIN
Lviv,PLAIN,LETTERS
1110,DATE,DIGIT
Saaya,PLAIN,LETTERS
NAC,PLAIN,LETTERS
HiME,LETTERS,PLAIN
Syk,PLAIN,LETTERS
KARACSONY,PLAIN,LETTERS
Det,PLAIN,LETTERS
ECO,LETTERS,PLAIN
1957,CARDINAL,DATE
421137,CARDINAL,DIGIT
71277,CARDINAL,DIGIT
Bhag,PLAIN,LETTERS
6,CARDINAL,DIGIT
Omsk,PLAIN,LETTERS
dj,PLAIN,LETTERS
ulus,PLAIN,LETTERS
p,PLAIN,LETTERS
Dir,PLAIN,LETTERS
fml,PLAIN,VERBATIM
Ner,PLAIN,LETTERS
IVECO,LETTERS,PLAIN
AJAX,LETTERS,PLAIN
meu,PLAIN,LETTERS
Hemsl,PLAIN,LETTERS
Twar,PLAIN,LETTERS
paj,PLAIN,LETTERS
Jouy,PLAIN,LETTERS
FO,LETTERS,PLAIN
Fikr,PLAIN,LETTERS
Rie,PLAIN,LETTERS
V.,LETTERS,ORDINAL
2000,DATE,CARDINAL
100yr,ORDINAL,MEASURE
IU,PLAIN,LETTERS
2005,DATE,CARDINAL
Aigi,PLAIN,LETTERS
PEBL,PLAIN,LETTERS
ARIEL,PLAIN,LETTERS
Ska,PLAIN,LETTERS
ZO,PLAIN,LETTERS
FIDE's,PLAIN,LETTERS
2006,DATE,CARDINAL
EDD's,LETTERS,PLAIN
C,LETTERS,PLAIN
EMU,LETTERS,PLAIN
ESSEC,LETTERS,PLAIN
A,LETTERS,PLAIN
PUTERA-,PLAIN,LETTERS
1940,DATE,CARDINAL
ELINT,PLAIN,LETTERS
obci,PLAIN,LETTERS
1991,DATE,CARDINAL
Esam,PLAIN,LETTERS
OU,PLAIN,LETTERS
S,LETTERS,PLAIN
mei,LETTERS,PLAIN
6,CARDINAL,DIGIT
aaseae,PLAIN,LETTERS
1942,DATE,CARDINAL
SRIC,PLAIN,LETTERS
-,PUNCT,PLAIN
Rya'c,PLAIN,LETTERS
WHILE,LETTERS,PLAIN
NOCs,PLAIN,LETTERS
SINIGAGLIA,PLAIN,LETTERS
DfE,VERBATIM,LETTERS
BOGOSIAN,LETTERS,PLAIN
2007,DATE,CARDINAL
Avgi,PLAIN,LETTERS
1193,DATE,DIGIT
3,DIGIT,CARDINAL
QEII,PLAIN,LETTERS
DIMESA,PLAIN,LETTERS
4,CARDINAL,DIGIT
RARRES,PLAIN,LETTERS
1917,DATE,CARDINAL
ORC,LETTERS,PLAIN
Pidi,PLAIN,LETTERS
HAX,LETTERS,PLAIN
nien,LETTERS,PLAIN
FLAP,LETTERS,PLAIN
1922,DATE,CARDINAL
0.028316846592 mg/m3,ELECTRONIC,MEASURE
ORF,LETTERS,PLAIN
Nri,PLAIN,LETTERS
TRAP,PLAIN,LETTERS
a,PLAIN,LETTERS
HEKE,PLAIN,LETTERS
AM&A,PLAIN,LETTERS
MT,LETTERS,PLAIN
SPEC,LETTERS,PLAIN
ROCK,LETTERS,PLAIN
Bae,PLAIN,LETTERS
MADD,LETTERS,PLAIN
FOCUS,LETTERS,PLAIN
v,PLAIN,LETTERS
MEOR,PLAIN,LETTERS
5 degrees C,DATE,MEASURE
1965,DATE,CARDINAL
yr,LETTERS,PLAIN
SAML,PLAIN,LETTERS
2010,DATE,CARDINAL
AFCNo,PLAIN,LETTERS
1998,DATE,CARDINAL
LI,PLAIN,LETTERS
NYE,LETTERS,PLAIN
EAC,PLAIN,LETTERS
SCORE,LETTERS,PLAIN
~,VERBATIM,PLAIN
Oum,PLAIN,LETTERS
z,PLAIN,LETTERS
FICHA,PLAIN,LETTERS
VOGL,LETTERS,PLAIN
ARINC,PLAIN,LETTERS
Aage,PLAIN,LETTERS
Eje,PLAIN,LETTERS
2,CARDINAL,DIGIT
23,CARDINAL,DECIMAL
p,PLAIN,LETTERS
1,CARDINAL,DIGIT
BATAWANG,PLAIN,LETTERS
Asgje,PLAIN,LETTERS
WIKANA,PLAIN,LETTERS
Klov,PLAIN,LETTERS
CAFA,PLAIN,LETTERS
nevada,PLAIN,VERBATIM
EEP,PLAIN,LETTERS
2,CARDINAL,DIGIT
158,DIGIT,CARDINAL
ANGPTL,PLAIN,LETTERS
i,LETTERS,PLAIN
FEA,LETTERS,PLAIN
ECHELON,LETTERS,PLAIN
p,PLAIN,LETTERS
1795,DATE,CARDINAL
10642684-11-1-1,CARDINAL,TELEPHONE
fm,VERBATIM,LETTERS
MAs,PLAIN,LETTERS
jb,LETTERS,VERBATIM
NED,LETTERS,PLAIN
Nauk,PLAIN,LETTERS
PoW,LETTERS,PLAIN
Peroxiredoxin-,PLAIN,LETTERS
cmg,PLAIN,LETTERS
2015,DATE,CARDINAL
AVMA,LETTERS,PLAIN
1286,DATE,DIGIT
PHI,LETTERS,PLAIN
Iben,PLAIN,LETTERS
GODISNJA,PLAIN,LETTERS
K,LETTERS,PLAIN
cit,PLAIN,LETTERS
Prses,PLAIN,LETTERS
feet,PLAIN,VERBATIM
mss,PLAIN,LETTERS
GnRH,LETTERS,VERBATIM
Asu,PLAIN,LETTERS
GER,PLAIN,LETTERS
1979,DATE,CARDINAL
Asn,PLAIN,LETTERS
CY,LETTERS,PLAIN
1,DIGIT,CARDINAL
Fnac,PLAIN,LETTERS
ESSA,LETTERS,PLAIN
népek,PLAIN,LETTERS
Hok,PLAIN,LETTERS
1983,DATE,DIGIT
E,LETTERS,PLAIN
03,CARDINAL,DIGIT
Wiwa,PLAIN,LETTERS
-,PLAIN,VERBATIM
16,CARDINAL,DIGIT
UNHCR,PLAIN,LETTERS
Hrsmn,PLAIN,VERBATIM
UNSCEAR,PLAIN,LETTERS
ACK,LETTERS,PLAIN
stafn,PLAIN,LETTERS
xv,VERBATIM,LETTERS
pc,PLAIN,LETTERS
Kdrs,PLAIN,VERBATIM
gol,PLAIN,LETTERS
URB,LETTERS,PLAIN
-,VERBATIM,PLAIN
1974,DATE,CARDINAL
2012,CARDINAL,DATE
',LETTERS,PUNCT
Ke,PLAIN,LETTERS
2013,DATE,CARDINAL
Krzyz,PLAIN,LETTERS
Krapn,PLAIN,LETTERS
Srx,PLAIN,VERBATIM
ARBITRES,PLAIN,LETTERS
Solf,PLAIN,LETTERS
Phra,PLAIN,LETTERS
Soc,PLAIN,LETTERS
MIZTV,PLAIN,LETTERS
Abad,LETTERS,PLAIN
SCAR,LETTERS,PLAIN
2010,DATE,CARDINAL
1912,DATE,CARDINAL
Arwi,PLAIN,LETTERS
Asio,PLAIN,LETTERS
DIC,LETTERS,PLAIN
EMRs,PLAIN,LETTERS
DAPs,PLAIN,LETTERS
br,PLAIN,LETTERS
Fa,PLAIN,LETTERS
Wir,PLAIN,LETTERS
Siv,PLAIN,LETTERS
BRAC,LETTERS,PLAIN
38,CARDINAL,DIGIT
2008,CARDINAL,DATE
200 USD,MEASURE,MONEY
APUS,LETTERS,PLAIN
HITO,LETTERS,PLAIN
-,PUNCT,PLAIN
xv,VERBATIM,LETTERS
akel,LETTERS,PLAIN
OHL,LETTERS,PLAIN
Iuz,PLAIN,LETTERS
Csupo,PLAIN,LETTERS
SECNAV,PLAIN,LETTERS
2009,DATE,CARDINAL
RD,LETTERS,PLAIN
seu,PLAIN,LETTERS
K,LETTERS,PLAIN
Var,PLAIN,LETTERS
Sno,PLAIN,LETTERS
EM,PLAIN,LETTERS
GZIPPED,PLAIN,LETTERS
IIIa,LETTERS,PLAIN
ces,PLAIN,LETTERS
Symp,PLAIN,LETTERS
1996,DATE,CARDINAL
:,PLAIN,PUNCT
ETC,LETTERS,PLAIN
N,LETTERS,PLAIN
p,LETTERS,PLAIN
Ndo,PLAIN,LETTERS
MUZIB,PLAIN,LETTERS
Nawcz,PLAIN,LETTERS
IO's,PLAIN,LETTERS
reviewBlabbermouth.net,PLAIN,ELECTRONIC
Vaj,PLAIN,LETTERS
-,PUNCT,PLAIN
IT,PLAIN,LETTERS
Nea,PLAIN,LETTERS
efef,PLAIN,LETTERS
ARCL,PLAIN,LETTERS
Rayy,PLAIN,LETTERS
CNET,LETTERS,PLAIN
DOJ,PLAIN,LETTERS
II,CARDINAL,ORDINAL
GOTMILF,PLAIN,LETTERS
9780191568541,CARDINAL,DIGIT
y,LETTERS,PLAIN
SAHAJ,LETTERS,PLAIN
WILI,PLAIN,LETTERS
1966,DIGIT,DATE
Qar,PLAIN,LETTERS
IA,LETTERS,PLAIN
OPA,PLAIN,LETTERS
lke,PLAIN,LETTERS
BROM,LETTERS,PLAIN
pésmi,PLAIN,LETTERS
per m2,PLAIN,MEASURE
ARIAs,LETTERS,PLAIN
KOS,PLAIN,LETTERS
2007,DATE,CARDINAL
GER,PLAIN,LETTERS
APOD,LETTERS,PLAIN
2015,DATE,DIGIT
CASSETTI,PLAIN,LETTERS
FIDS,PLAIN,LETTERS
OSS,LETTERS,PLAIN
Reais,PLAIN,LETTERS
a,LETTERS,PLAIN
1996,DATE,CARDINAL
I,PLAIN,CARDINAL
-,PLAIN,PUNCT
JAMMA,LETTERS,PLAIN
Aldén,LETTERS,PLAIN
Dy,PLAIN,LETTERS
sef,PLAIN,LETTERS
Naon,PLAIN,LETTERS
1987,DATE,CARDINAL
REBT,PLAIN,LETTERS
ARASTIRMASI,PLAIN,LETTERS
Vez,PLAIN,LETTERS
eto,PLAIN,LETTERS
R,LETTERS,PLAIN
Vor,PLAIN,LETTERS
VAX,LETTERS,PLAIN
ES,LETTERS,PLAIN
6060,CARDINAL,DIGIT
2001::/32,CARDINAL,ELECTRONIC
IV,LETTERS,ORDINAL
2011,CARDINAL,DATE
apos,PLAIN,LETTERS
seu,PLAIN,LETTERS
iwi,PLAIN,LETTERS
EDA,LETTERS,PLAIN
2006,CARDINAL,DATE
Ohgi,PLAIN,LETTERS
Cion,PLAIN,LETTERS
IKEv,LETTERS,PLAIN
c,LETTERS,PLAIN
FETI,PLAIN,LETTERS
1991,DATE,CARDINAL
deja,LETTERS,PLAIN
S,PLAIN,LETTERS
CARB,PLAIN,LETTERS
Bi'ina,LETTERS,PLAIN
Ens,PLAIN,LETTERS
libdc,PLAIN,LETTERS
d,LETTERS,PLAIN
:,PLAIN,PUNCT
60,CARDINAL,DIGIT
SE,PLAIN,LETTERS
Zdroj,PLAIN,LETTERS
2000,DATE,CARDINAL
FDIC,LETTERS,PLAIN
cu,PLAIN,LETTERS
OFF,LETTERS,PLAIN
-,PUNCT,PLAIN
MEU,PLAIN,LETTERS
MATCH,LETTERS,PLAIN
wqo,PLAIN,LETTERS
Mroz,PLAIN,LETTERS
2013,CARDINAL,DATE
TUA,LETTERS,PLAIN
911,TELEPHONE,CARDINAL
FASE,PLAIN,LETTERS
cz,PLAIN,LETTERS
LUG,LETTERS,PLAIN
Engl,PLAIN,LETTERS
CARICOM's,PLAIN,LETTERS
ANARE,PLAIN,LETTERS
BATCH,LETTERS,PLAIN
ECO,LETTERS,PLAIN
Trpanj,PLAIN,LETTERS
1998,DATE,CARDINAL
Phra,PLAIN,LETTERS
ANT,LETTERS,PLAIN
W,LETTERS,PLAIN
cnn,PLAIN,LETTERS
Os,PLAIN,LETTERS
10,CARDINAL,DIGIT
FASII,PLAIN,LETTERS
xTRiPx,PLAIN,LETTERS
QUBO,LETTERS,PLAIN
mCPP,LETTERS,VERBATIM
Lic,PLAIN,LETTERS
Raas,PLAIN,LETTERS
Ahe,PLAIN,LETTERS
TIMP,LETTERS,PLAIN
THURISAZ,PLAIN,LETTERS
Aub,PLAIN,LETTERS
CEEB,PLAIN,LETTERS
COBRA,LETTERS,PLAIN
nutz,LETTERS,PLAIN
1925,DATE,CARDINAL
Munc,PLAIN,LETTERS
HUL,PLAIN,LETTERS
FRSE,PLAIN,LETTERS
1992,DATE,CARDINAL
Weh,PLAIN,LETTERS
2003,DATE,CARDINAL
Ind,PLAIN,LETTERS
CODESRIA,PLAIN,LETTERS
w,PLAIN,LETTERS
T'hy'la,PLAIN,LETTERS
FOAF,PLAIN,LETTERS
Iwao,PLAIN,LETTERS
Hp,LETTERS,VERBATIM
ARTENIO,PLAIN,LETTERS
Lleu,PLAIN,LETTERS
CO),LETTERS,PLAIN
Dlh,LETTERS,VERBATIM
fJ,LETTERS,VERBATIM
Zbrzyca,PLAIN,LETTERS
JALGO,PLAIN,LETTERS
BLU,LETTERS,PLAIN
1955,DATE,CARDINAL
Sogn,PLAIN,LETTERS
CaMV,PLAIN,LETTERS
Pha,PLAIN,LETTERS
2000,DATE,CARDINAL
SAMBO,LETTERS,PLAIN
Utba,PLAIN,LETTERS
lvia,LETTERS,PLAIN
JUCO,LETTERS,PLAIN
id,PLAIN,LETTERS
af,PLAIN,LETTERS
1116 CHF,DATE,MONEY
FOA,PLAIN,LETTERS
Baak,PLAIN,LETTERS
:,PLAIN,PUNCT
STAFETT-,PLAIN,LETTERS
Xiu's,PLAIN,LETTERS
V,LETTERS,PLAIN
SINTEF,PLAIN,LETTERS
a,LETTERS,PLAIN
Zhej,PLAIN,LETTERS
AWA,PLAIN,LETTERS
5521,CARDINAL,DIGIT
OWL,LETTERS,PLAIN
LN,LETTERS,PLAIN
truTV,PLAIN,LETTERS
Déagol,PLAIN,LETTERS
FREMM,PLAIN,LETTERS
Josée,PLAIN,LETTERS
FOAF,PLAIN,LETTERS
kuud,PLAIN,LETTERS
UE,PLAIN,LETTERS
X,CARDINAL,PLAIN
ORF,LETTERS,PLAIN
var,PLAIN,LETTERS
AYO,LETTERS,PLAIN
SEL,PLAIN,LETTERS
Ith,PLAIN,LETTERS
b,PLAIN,LETTERS
OctaFX,PLAIN,LETTERS
MRS,LETTERS,PLAIN
IV,LETTERS,ORDINAL
Cec,PLAIN,LETTERS
-,PLAIN,VERBATIM
AIAW,PLAIN,LETTERS
1,CARDINAL,DIGIT
"900,000 yen",DECIMAL,MONEY
:,PLAIN,PUNCT
Ws,PLAIN,LETTERS
MR,LETTERS,PLAIN
Phyu,PLAIN,LETTERS
KURGANOV,PLAIN,LETTERS
19,CARDINAL,DIGIT
lt,PLAIN,LETTERS
Nopp,PLAIN,LETTERS
2,DIGIT,CARDINAL
z,PLAIN,LETTERS
1961,CARDINAL,DATE
OAMTC,PLAIN,LETTERS
"47,415.9 m2",TELEPHONE,MEASURE
Uksa,PLAIN,LETTERS
Abdu'l,PLAIN,LETTERS
Zvi,PLAIN,LETTERS
Sasesc,PLAIN,LETTERS
TRANSIMS,PLAIN,LETTERS
uert,PLAIN,LETTERS
SM,LETTERS,PLAIN
ORS,LETTERS,PLAIN
CIRCA,LETTERS,PLAIN
Rin,PLAIN,LETTERS
Ger,PLAIN,LETTERS
Srsa,PLAIN,LETTERS
04,CARDINAL,DIGIT
glu,PLAIN,LETTERS
1964,CARDINAL,DATE
y,LETTERS,PLAIN
I,PLAIN,CARDINAL
Puiu,PLAIN,LETTERS
CVIII,LETTERS,CARDINAL
Sry,PLAIN,LETTERS
132SSP,MEASURE,MONEY
y,LETTERS,PLAIN
2004,CARDINAL,DATE
CONATEL,PLAIN,LETTERS
Geog,PLAIN,LETTERS
Elev,PLAIN,LETTERS
Juha,PLAIN,LETTERS
5,DIGIT,CARDINAL
137,CARDINAL,DIGIT
2007,DATE,CARDINAL
AT,LETTERS,PLAIN
Irek,PLAIN,LETTERS
Io,PLAIN,LETTERS
1930,DATE,CARDINAL
AZORIAN,PLAIN,LETTERS
SED-,PLAIN,LETTERS
2000,DATE,CARDINAL
ftp,PLAIN,LETTERS
2000,DATE,CARDINAL
AKUs,LETTERS,PLAIN
05,CARDINAL,DIGIT
Noy,PLAIN,LETTERS
EAZA,PLAIN,LETTERS
GHASIDAS,PLAIN,LETTERS
Revd,PLAIN,LETTERS
1944,DATE,CARDINAL
IM,PLAIN,LETTERS
Sed,PLAIN,LETTERS
t,PLAIN,LETTERS
Sénac,PLAIN,LETTERS
CHRONOSTRATIGRAPHY,PLAIN,LETTERS
g,LETTERS,PLAIN
US 420,MONEY,ADDRESS
Boj,PLAIN,LETTERS
cetvrtoj,PLAIN,LETTERS
KUGS,LETTERS,PLAIN
X,PLAIN,CARDINAL
p,LETTERS,PLAIN
TRESCOM,PLAIN,LETTERS
nth,LETTERS,VERBATIM
nup,LETTERS,PLAIN
62,CARDINAL,DIGIT
ORR,LETTERS,PLAIN
ASSECO,PLAIN,LETTERS
2010,DATE,CARDINAL
IMPI,LETTERS,PLAIN
LYCHGATE,PLAIN,LETTERS
Rijk,PLAIN,LETTERS
2004,DATE,CARDINAL
Sfar,PLAIN,LETTERS
ch'ai,LETTERS,PLAIN
2005,DATE,CARDINAL
EGYPTAIR,LETTERS,PLAIN
als,PLAIN,LETTERS
352,CARDINAL,DIGIT
4,CARDINAL,DIGIT
1 AU,DATE,MEASURE
SAF,PLAIN,LETTERS
Ecclésia,PLAIN,LETTERS
SCORE,LETTERS,PLAIN
Ati,PLAIN,LETTERS
Saed,PLAIN,LETTERS
PLA,LETTERS,PLAIN
Hok,PLAIN,LETTERS
uT,VERBATIM,PLAIN
422,CARDINAL,DECIMAL
2009,DATE,CARDINAL
Det,PLAIN,LETTERS
OMACs',LETTERS,PLAIN
UI,PLAIN,LETTERS
1976,DATE,DIGIT
CyBC,PLAIN,LETTERS
ODE,LETTERS,PLAIN
NIAS,LETTERS,PLAIN
af,PLAIN,LETTERS
CHISZ,PLAIN,LETTERS
Djiwa,PLAIN,LETTERS
Uj,PLAIN,LETTERS
ICE,LETTERS,PLAIN
EMEA,PLAIN,LETTERS
Acai,LETTERS,PLAIN
ndhF,PLAIN,VERBATIM
PUK,PLAIN,LETTERS
PILYA,PLAIN,LETTERS
BOAI,PLAIN,LETTERS
armhf,PLAIN,LETTERS
978-0-8446-1292-8.along,TELEPHONE,ELECTRONIC
NAWA,PLAIN,LETTERS
1923,CARDINAL,DATE
9,CARDINAL,DIGIT
1000,DATE,CARDINAL
COLBK,PLAIN,LETTERS
z,LETTERS,PLAIN
BE,LETTERS,PLAIN
SOORAJ,LETTERS,PLAIN
HPOEZ,PLAIN,LETTERS
--,VERBATIM,PUNCT
kj,PLAIN,LETTERS
Da'el,LETTERS,PLAIN
UR,LETTERS,PLAIN
RHA,LETTERS,PLAIN
Kdev,PLAIN,LETTERS
CPL,LETTERS,PLAIN
x,PLAIN,LETTERS
Ams,LETTERS,PLAIN
CAW,LETTERS,PLAIN
-,PUNCT,PLAIN
15,DIGIT,CARDINAL
bz,PLAIN,LETTERS
ARBiH,LETTERS,PLAIN
Peh,PLAIN,LETTERS
ds,PLAIN,VERBATIM
2015,DATE,CARDINAL
1974,DATE,CARDINAL
NG,LETTERS,PLAIN
16,CARDINAL,DIGIT
J'Son,PLAIN,LETTERS
Tze,PLAIN,LETTERS
123,CARDINAL,DECIMAL
moi,LETTERS,PLAIN
03,DIGIT,CARDINAL
AL,PLAIN,LETTERS
ESENT,LETTERS,PLAIN
104,CARDINAL,DIGIT
trkC,LETTERS,VERBATIM
mga,PLAIN,LETTERS
KALMAR,LETTERS,PLAIN
Oiwa,PLAIN,LETTERS
-,PLAIN,VERBATIM
Bjur,PLAIN,LETTERS
STATEMENTORS,PLAIN,LETTERS
NEO,LETTERS,PLAIN
gbrf,PLAIN,LETTERS
mrs,PLAIN,LETTERS
WHAM,LETTERS,PLAIN
Nuup,PLAIN,LETTERS
rol,PLAIN,LETTERS
1917,DATE,CARDINAL
2007,CARDINAL,DATE
LAPAM,PLAIN,LETTERS
2013,DATE,CARDINAL
Ebu,PLAIN,LETTERS
Okpe,PLAIN,LETTERS
ZrB,LETTERS,VERBATIM
200,CARDINAL,DECIMAL
2009,DATE,CARDINAL
WII,CARDINAL,PLAIN
Irrn,PLAIN,LETTERS
asc,PLAIN,LETTERS
Sborz,PLAIN,LETTERS
2004,DATE,CARDINAL
2008,DATE,CARDINAL
Lun,PLAIN,LETTERS
iZ,LETTERS,PLAIN
ONS,LETTERS,PLAIN
HUNC,PLAIN,LETTERS
Fhir,PLAIN,LETTERS
7820,DIGIT,CARDINAL
HALO,PLAIN,LETTERS
GLEW,LETTERS,PLAIN
V.,LETTERS,ORDINAL
1988,DATE,CARDINAL
p,PLAIN,LETTERS
l'APN,PLAIN,LETTERS
d,LETTERS,PLAIN
MEDICC,PLAIN,LETTERS
NIC,LETTERS,PLAIN
1989,DATE,CARDINAL
55,CARDINAL,DIGIT
p,PLAIN,LETTERS
3,CARDINAL,DIGIT
INHUMANITY,LETTERS,PLAIN
Mnet,PLAIN,LETTERS
cJ,LETTERS,VERBATIM
KWin,LETTERS,PLAIN
MISTRAM,PLAIN,LETTERS
601,DIGIT,CARDINAL
pm,PLAIN,VERBATIM
URB,LETTERS,PLAIN
RATTER,PLAIN,LETTERS
p,PLAIN,LETTERS
ES,LETTERS,PLAIN
Aun,PLAIN,LETTERS
-,PLAIN,VERBATIM
C.perfringens,PLAIN,ELECTRONIC
p,LETTERS,PLAIN
1990,DATE,CARDINAL
Suo,PLAIN,LETTERS
2010,CARDINAL,DATE
1,CARDINAL,DIGIT
-,PLAIN,VERBATIM
nj,VERBATIM,LETTERS
Ptah,PLAIN,LETTERS
dU,VERBATIM,PLAIN
1062,DIGIT,DATE
04,DIGIT,CARDINAL
Léren,PLAIN,LETTERS
1935,DATE,CARDINAL
GER,PLAIN,LETTERS
v,PLAIN,LETTERS
ACTIONAID,LETTERS,PLAIN
2015,DATE,DIGIT
biog,PLAIN,LETTERS
Revd,PLAIN,LETTERS
SUKHWINDER,PLAIN,LETTERS
ta'am,PLAIN,LETTERS
IPEDS,LETTERS,PLAIN
Vah,PLAIN,LETTERS
CIF,LETTERS,PLAIN
1922,DATE,CARDINAL
SPEC,LETTERS,PLAIN
07 A,DIGIT,CARDINAL
Pgp,PLAIN,VERBATIM
SHOWBUZZDAILY'S,LETTERS,PLAIN
Cyc,PLAIN,LETTERS
FABARM,LETTERS,PLAIN
n,LETTERS,PLAIN
pdf,LETTERS,VERBATIM
GoMA,LETTERS,PLAIN
V.,LETTERS,ORDINAL
1925,CARDINAL,DATE
Ljig,PLAIN,LETTERS
Aayko,PLAIN,LETTERS
IMP,LETTERS,PLAIN
tp,PLAIN,LETTERS
kD,LETTERS,VERBATIM
2,CARDINAL,DIGIT
OAU,PLAIN,LETTERS
sgb,PLAIN,LETTERS
RATP,PLAIN,LETTERS
AMSAT,LETTERS,PLAIN
Cuk,PLAIN,LETTERS
Nec,PLAIN,LETTERS
Undiscoveredscotland.co.ukPontius,PLAIN,ELECTRONIC
Ci,PLAIN,LETTERS
PL,LETTERS,PLAIN
2010,CARDINAL,DATE
6097,DIGIT,CARDINAL
csi,PLAIN,LETTERS
HOR,PLAIN,LETTERS
TIPNIS,LETTERS,PLAIN
ACEN,PLAIN,LETTERS
Iohn,PLAIN,LETTERS
Pwnage,PLAIN,LETTERS
ont,PLAIN,LETTERS
FARC,LETTERS,PLAIN
NATC,PLAIN,LETTERS
Rge,PLAIN,LETTERS
mmo,VERBATIM,LETTERS
Ngopa,PLAIN,LETTERS
Usal,PLAIN,LETTERS
Bac,PLAIN,LETTERS
Gebr,PLAIN,LETTERS
ERJ,PLAIN,LETTERS
Laer,PLAIN,LETTERS
EH,LETTERS,PLAIN
H,LETTERS,PLAIN
Nunc,PLAIN,LETTERS
ir,PLAIN,LETTERS
I,PLAIN,ORDINAL
UST,LETTERS,PLAIN
26502,DIGIT,CARDINAL
als,PLAIN,LETTERS
PINXIT,PLAIN,LETTERS
NGA,LETTERS,PLAIN
BiH,PLAIN,LETTERS
ISON,LETTERS,PLAIN
I,ORDINAL,PLAIN
A,LETTERS,PLAIN
II,CARDINAL,ORDINAL
J,LETTERS,PLAIN
Gta,PLAIN,LETTERS
Kuer,PLAIN,LETTERS
KsgA,PLAIN,LETTERS
KOTO,LETTERS,PLAIN
AAN,LETTERS,PLAIN
2312,DIGIT,CARDINAL
1999,CARDINAL,DATE
IV,CARDINAL,LETTERS
2014,DATE,CARDINAL
Moj,PLAIN,LETTERS
ISM,LETTERS,PLAIN
Svai,PLAIN,LETTERS
Pir,PLAIN,LETTERS
VI,ORDINAL,PLAIN
Ass,LETTERS,PLAIN
IMP,LETTERS,PLAIN
NAE,LETTERS,PLAIN
Imdb,PLAIN,LETTERS
SRAP,PLAIN,LETTERS
SMAK,LETTERS,PLAIN
690,CARDINAL,DECIMAL
-,PUNCT,PLAIN
93,CARDINAL,DECIMAL
1116 CHF,DATE,MONEY
BUILD,LETTERS,PLAIN
